interaction_id,customer_id,interaction_date,interaction_type
5890,890,2025-10-01,Service Inquiry
5891,561,2025-09-30,Product Inquiry
5892,310,2025-07-22,Product Inquiry
5893,703,2025-10-20,Account Maintenance
5894,161,2025-09-15,Service Inquiry
5895,359,2025-09-12,Complaint
5896,633,2025-10-26,Service Inquiry
5897,302,2025-07-25,Product Inquiry
5898,874,2025-05-19,Technical Support
5899,906,2025-10-05,Product Inquiry
5900,1471,2025-04-17,Service Inquiry
5901,503,2025-08-03,Service Inquiry
5902,1165,2025-06-16,Service Inquiry
5903,41,2025-10-27,Service Inquiry
5904,1399,2025-08-30,Technical Support
5905,519,2025-08-14,Service Inquiry
5906,1601,2025-10-24,Technical Support
5907,228,2025-09-04,Service Inquiry
5908,442,2025-10-25,Service Inquiry
5909,1987,2025-08-19,Service Inquiry
5910,1323,2025-08-19,Complaint
5911,241,2025-10-17,Service Inquiry
5912,363,2025-09-26,Service Inquiry
5913,278,2025-08-05,Service Inquiry
5914,1423,2025-08-27,Product Inquiry
5915,575,2025-09-08,Complaint
5916,810,2025-09-14,Complaint
5917,196,2025-07-31,Service Inquiry
5918,961,2025-08-28,Complaint
5919,589,2025-10-04,Product Inquiry
5920,1478,2025-10-11,Service Inquiry
5921,827,2025-10-21,Service Inquiry
5922,1494,2025-09-22,Technical Support
5923,1254,2025-06-06,Technical Support
5924,1798,2025-10-23,Complaint
5925,1484,2025-08-01,Complaint
5926,1411,2025-10-06,Service Inquiry
5927,879,2024-10-28,Service Inquiry
5928,975,2025-08-27,Service Inquiry
5929,188,2025-10-19,Complaint
5930,1671,2025-05-17,Service Inquiry
5931,1711,2025-06-12,Complaint
5932,860,2025-08-16,Technical Support
5933,31,2025-09-25,Product Inquiry
5934,421,2025-10-26,Service Inquiry
5935,1421,2025-10-14,Product Inquiry
5936,679,2025-10-15,Product Inquiry
5937,875,2025-10-26,Service Inquiry
5938,1200,2025-09-12,Service Inquiry
5939,850,2025-09-07,Technical Support
5940,831,2025-10-14,Service Inquiry
5941,175,2025-10-04,Service Inquiry
5942,1857,2025-09-15,Service Inquiry
5943,1484,2025-06-29,Technical Support
5944,691,2025-07-17,Complaint
5945,595,2025-06-21,Service Inquiry
5946,816,2025-10-21,Service Inquiry
5947,265,2025-10-27,Technical Support
5948,338,2025-09-28,Complaint
5949,1058,2025-09-15,Service Inquiry
5950,1094,2025-06-21,Service Inquiry
5951,692,2025-09-17,Service Inquiry
5952,1412,2025-10-23,Service Inquiry
5953,1645,2025-09-10,Complaint
5954,249,2025-09-29,Complaint
5955,629,2025-08-20,Service Inquiry
5956,1838,2025-03-28,Product Inquiry
5957,1587,2025-07-21,Complaint
5958,1695,2025-08-20,Service Inquiry
5959,194,2025-10-28,Service Inquiry
5960,1952,2025-10-02,Complaint
5961,1794,2025-10-16,Service Inquiry
5962,344,2025-07-21,Service Inquiry
5963,1243,2025-08-04,Service Inquiry
5964,1521,2025-08-13,Account Maintenance
5965,320,2025-07-19,Service Inquiry
5966,945,2025-08-31,Product Inquiry
5967,1656,2025-09-14,Product Inquiry
5968,745,2025-07-19,Service Inquiry
5969,780,2024-10-28,Product Inquiry
5970,761,2025-08-11,Service Inquiry
5971,907,2025-09-27,Product Inquiry
5972,207,2025-07-04,Product Inquiry
5973,1680,2025-10-11,Service Inquiry
5974,164,2025-08-14,Service Inquiry
5975,1272,2025-09-19,Service Inquiry
5976,1676,2025-08-01,Technical Support
5977,1243,2025-06-19,Product Inquiry
5978,1608,2025-02-21,Service Inquiry
5979,721,2025-09-24,Product Inquiry
5980,1103,2025-10-03,Service Inquiry
5981,1815,2025-09-29,Service Inquiry
5982,938,2025-04-30,Technical Support
5983,1368,2025-06-29,Service Inquiry
5984,1215,2025-10-19,Product Inquiry
5985,97,2025-10-02,Service Inquiry
5986,168,2025-07-03,Complaint
5987,418,2025-08-18,Service Inquiry
5988,403,2025-08-23,Technical Support
5989,1294,2025-09-06,Product Inquiry
5990,716,2025-10-22,Service Inquiry
5991,1308,2025-08-06,Service Inquiry
5992,114,2025-04-23,Product Inquiry
5993,821,2025-09-28,Product Inquiry
5994,961,2025-10-19,Product Inquiry
5995,1032,2025-07-02,Service Inquiry
5996,1426,2025-10-14,Service Inquiry
5997,814,2025-08-09,Technical Support
5998,565,2025-08-12,Service Inquiry
5999,1404,2024-12-12,Technical Support
6000,1361,2025-07-10,Service Inquiry
6001,1593,2025-07-17,Account Maintenance
6002,1569,2025-04-10,Service Inquiry
6003,381,2025-09-30,Service Inquiry
6004,396,2025-10-25,Product Inquiry
6005,1598,2025-10-27,Complaint
6006,1745,2025-10-09,Product Inquiry
6007,719,2025-08-04,Complaint
6008,1263,2025-09-22,Technical Support
6009,145,2025-10-26,Service Inquiry
6010,413,2025-09-21,Service Inquiry
6011,1465,2025-09-24,Service Inquiry
6012,741,2025-04-07,Service Inquiry
6013,830,2025-08-24,Complaint
6014,906,2025-10-22,Service Inquiry
6015,1131,2025-10-25,Service Inquiry
6016,969,2025-10-07,Complaint
6017,1853,2025-10-15,Product Inquiry
6018,1815,2025-10-18,Complaint
6019,994,2025-09-03,Technical Support
6020,147,2025-10-06,Service Inquiry
6021,1975,2025-10-13,Service Inquiry
6022,1937,2025-10-16,Account Maintenance
6023,621,2025-08-04,Service Inquiry
6024,263,2025-10-24,Complaint
6025,953,2025-05-16,Service Inquiry
6026,1230,2025-07-30,Technical Support
6027,1746,2025-10-19,Technical Support
6028,998,2025-03-22,Technical Support
6029,453,2025-09-29,Service Inquiry
6030,97,2025-09-05,Technical Support
6031,980,2025-10-17,Service Inquiry
6032,134,2025-10-05,Service Inquiry
6033,654,2025-08-23,Complaint
6034,973,2025-06-03,Product Inquiry
6035,556,2025-08-05,Service Inquiry
6036,259,2025-10-08,Service Inquiry
6037,861,2025-10-11,Service Inquiry
6038,1225,2025-10-17,Service Inquiry
6039,1391,2025-10-03,Service Inquiry
6040,797,2025-07-19,Service Inquiry
6041,1235,2025-10-21,Service Inquiry
6042,408,2025-10-19,Service Inquiry
6043,533,2025-08-21,Technical Support
6044,616,2025-06-13,Product Inquiry
6045,715,2025-10-09,Service Inquiry
6046,1891,2025-10-06,Service Inquiry
6047,1346,2025-10-19,Service Inquiry
6048,413,2025-06-24,Service Inquiry
6049,793,2025-10-03,Service Inquiry
6050,1497,2025-10-10,Product Inquiry
6051,174,2025-09-16,Product Inquiry
6052,1780,2025-09-06,Product Inquiry
6053,58,2025-10-22,Technical Support
6054,645,2025-10-05,Service Inquiry
6055,168,2025-10-19,Service Inquiry
6056,398,2025-10-20,Service Inquiry
6057,1118,2025-09-13,Complaint
6058,169,2025-10-09,Product Inquiry
6059,60,2025-09-13,Service Inquiry
6060,210,2025-09-06,Service Inquiry
6061,1955,2025-09-08,Product Inquiry
6062,686,2025-09-29,Product Inquiry
6063,1473,2025-10-13,Account Maintenance
6064,708,2025-09-18,Product Inquiry
6065,1808,2025-08-02,Product Inquiry
6066,229,2025-10-02,Service Inquiry
6067,786,2025-10-01,Product Inquiry
6068,1768,2025-06-17,Service Inquiry
6069,484,2025-10-08,Complaint
6070,637,2025-10-22,Account Maintenance
6071,153,2025-06-22,Complaint
6072,1291,2025-04-22,Product Inquiry
6073,686,2025-10-17,Complaint
6074,705,2025-07-24,Product Inquiry
6075,677,2025-08-07,Service Inquiry
6076,245,2025-10-11,Complaint
6077,263,2025-10-09,Product Inquiry
6078,410,2025-10-07,Service Inquiry
6079,1582,2025-08-12,Service Inquiry
6080,592,2025-10-21,Service Inquiry
6081,340,2025-07-02,Technical Support
6082,1649,2025-09-18,Product Inquiry
6083,374,2025-10-16,Service Inquiry
6084,1648,2025-08-29,Service Inquiry
6085,1178,2025-10-19,Technical Support
6086,1622,2025-08-21,Technical Support
6087,1729,2025-09-29,Complaint
6088,1432,2025-09-11,Product Inquiry
6089,863,2025-10-16,Account Maintenance
6090,561,2025-10-13,Technical Support
6091,335,2025-05-07,Product Inquiry
6092,1107,2025-10-19,Service Inquiry
6093,1225,2025-10-21,Complaint
6094,344,2025-10-09,Complaint
6095,242,2025-09-06,Service Inquiry
6096,864,2025-09-29,Technical Support
6097,682,2025-10-18,Service Inquiry
6098,140,2025-08-02,Service Inquiry
6099,1741,2025-10-20,Service Inquiry
6100,1683,2025-10-21,Complaint
6101,878,2025-09-08,Product Inquiry
6102,45,2025-10-11,Service Inquiry
6103,1755,2025-10-21,Service Inquiry
6104,702,2025-10-24,Service Inquiry
6105,12,2025-10-14,Service Inquiry
6106,923,2025-10-21,Service Inquiry
6107,1678,2025-06-25,Service Inquiry
6108,534,2025-07-08,Service Inquiry
6109,181,2025-09-30,Complaint
6110,1472,2025-08-15,Service Inquiry
6111,741,2025-07-22,Complaint
6112,9,2025-05-13,Complaint
6113,945,2025-09-12,Complaint
6114,1924,2025-10-03,Service Inquiry
6115,363,2025-07-12,Product Inquiry
6116,461,2025-08-29,Service Inquiry
6117,1072,2025-08-27,Technical Support
6118,1341,2025-10-13,Service Inquiry
6119,1820,2025-09-19,Complaint
6120,1340,2025-04-21,Service Inquiry
6121,1209,2025-10-14,Technical Support
6122,693,2025-08-11,Service Inquiry
6123,1873,2025-07-19,Complaint
6124,598,2025-07-16,Service Inquiry
6125,340,2025-07-15,Service Inquiry
6126,1116,2025-10-25,Service Inquiry
6127,905,2025-10-15,Complaint
6128,671,2025-09-13,Service Inquiry
6129,1534,2025-10-20,Product Inquiry
6130,1030,2025-10-01,Service Inquiry
6131,288,2025-07-09,Complaint
6132,1168,2025-08-17,Product Inquiry
6133,1509,2025-10-05,Service Inquiry
6134,1990,2025-08-19,Technical Support
6135,1772,2025-08-28,Complaint
6136,505,2025-10-11,Product Inquiry
6137,1510,2025-03-15,Product Inquiry
6138,40,2025-10-07,Service Inquiry
6139,1713,2025-10-08,Complaint
6140,1403,2025-10-09,Technical Support
6141,1658,2025-08-09,Technical Support
6142,1691,2025-10-20,Service Inquiry
6143,1419,2025-10-17,Service Inquiry
6144,591,2025-09-06,Service Inquiry
6145,1968,2025-09-27,Service Inquiry
6146,1420,2025-05-24,Service Inquiry
6147,307,2025-10-25,Product Inquiry
6148,1569,2025-07-10,Service Inquiry
6149,1320,2025-09-25,Service Inquiry
6150,68,2025-10-20,Service Inquiry
6151,1020,2025-08-22,Product Inquiry
6152,1865,2025-10-10,Service Inquiry
6153,1443,2025-10-23,Technical Support
6154,164,2025-10-02,Service Inquiry
6155,25,2025-10-20,Service Inquiry
6156,505,2025-10-15,Service Inquiry
6157,249,2025-10-24,Service Inquiry
6158,1901,2025-09-17,Account Maintenance
6159,556,2025-10-11,Account Maintenance
6160,315,2025-09-26,Service Inquiry
6161,255,2025-08-14,Service Inquiry
6162,1885,2025-10-23,Complaint
6163,68,2025-10-13,Service Inquiry
6164,785,2025-10-08,Product Inquiry
6165,711,2025-10-10,Complaint
6166,453,2024-11-24,Product Inquiry
6167,1586,2025-10-13,Account Maintenance
6168,1278,2025-09-18,Product Inquiry
6169,67,2025-09-28,Service Inquiry
6170,473,2025-09-16,Technical Support
6171,1221,2025-07-20,Service Inquiry
6172,160,2025-09-10,Complaint
6173,665,2025-10-17,Product Inquiry
6174,1999,2025-10-16,Service Inquiry
6175,1230,2025-10-23,Service Inquiry
6176,674,2025-10-27,Complaint
6177,1267,2025-10-19,Product Inquiry
6178,831,2025-10-19,Service Inquiry
6179,1699,2025-08-24,Service Inquiry
6180,110,2025-07-03,Product Inquiry
6181,1309,2025-10-21,Technical Support
6182,492,2025-09-08,Complaint
6183,1564,2025-09-18,Service Inquiry
6184,1104,2025-10-17,Service Inquiry
6185,580,2025-09-25,Product Inquiry
6186,592,2025-10-27,Service Inquiry
6187,719,2025-10-17,Product Inquiry
6188,1004,2025-08-01,Product Inquiry
6189,1354,2025-09-09,Product Inquiry
6190,78,2025-10-10,Service Inquiry
6191,1785,2025-10-24,Service Inquiry
6192,1722,2025-10-11,Product Inquiry
6193,1449,2025-10-15,Complaint
6194,642,2025-09-29,Product Inquiry
6195,641,2025-07-16,Service Inquiry
6196,1084,2025-09-11,Technical Support
6197,1355,2025-09-18,Service Inquiry
6198,1265,2024-11-23,Service Inquiry
6199,1513,2025-10-13,Service Inquiry
6200,1293,2025-10-14,Service Inquiry
6201,500,2025-10-22,Product Inquiry
6202,1533,2025-10-12,Product Inquiry
6203,721,2025-10-23,Complaint
6204,153,2025-09-11,Service Inquiry
6205,885,2025-10-15,Complaint
6206,947,2025-08-01,Service Inquiry
6207,704,2025-10-23,Product Inquiry
6208,39,2025-07-10,Service Inquiry
6209,100,2025-10-08,Product Inquiry
6210,586,2025-07-27,Service Inquiry
6211,1957,2025-09-25,Service Inquiry
6212,1846,2025-05-09,Technical Support
6213,727,2025-10-02,Service Inquiry
6214,1864,2025-09-26,Product Inquiry
6215,837,2025-10-08,Complaint
6216,1823,2025-09-28,Service Inquiry
6217,172,2025-09-04,Service Inquiry
6218,778,2025-06-06,Technical Support
6219,1922,2025-08-20,Product Inquiry
6220,1802,2025-10-20,Service Inquiry
6221,769,2025-06-14,Service Inquiry
6222,570,2025-01-19,Complaint
6223,1138,2025-10-25,Service Inquiry
6224,943,2025-10-22,Product Inquiry
6225,433,2025-10-26,Product Inquiry
6226,1399,2025-09-15,Account Maintenance
6227,551,2025-10-22,Product Inquiry
6228,1518,2025-09-07,Technical Support
6229,448,2025-09-16,Service Inquiry
6230,278,2025-08-05,Service Inquiry
6231,1376,2025-10-02,Service Inquiry
6232,1631,2025-09-12,Technical Support
6233,608,2025-08-29,Product Inquiry
6234,1236,2025-08-21,Service Inquiry
6235,372,2025-10-22,Service Inquiry
6236,1467,2025-07-15,Complaint
6237,1660,2025-10-11,Product Inquiry
6238,507,2025-08-26,Product Inquiry
6239,1960,2025-10-07,Service Inquiry
6240,1109,2025-09-20,Service Inquiry
6241,1061,2025-09-19,Service Inquiry
6242,1778,2025-10-26,Service Inquiry
6243,1703,2025-09-04,Product Inquiry
6244,1345,2025-10-25,Product Inquiry
6245,1507,2025-10-28,Service Inquiry
6246,1228,2025-10-25,Service Inquiry
6247,339,2025-09-17,Product Inquiry
6248,1786,2025-08-06,Technical Support
6249,1913,2025-09-05,Complaint
6250,1811,2025-09-24,Service Inquiry
6251,734,2025-08-30,Complaint
6252,29,2025-04-29,Service Inquiry
6253,1523,2025-07-13,Service Inquiry
6254,40,2025-07-06,Complaint
6255,1429,2025-07-21,Service Inquiry
6256,21,2025-07-31,Service Inquiry
6257,1772,2025-09-30,Complaint
6258,22,2025-09-28,Service Inquiry
6259,619,2025-08-28,Complaint
6260,838,2025-10-25,Complaint
6261,438,2025-09-17,Service Inquiry
6262,840,2025-10-19,Product Inquiry
6263,1411,2025-08-24,Service Inquiry
6264,957,2025-07-28,Technical Support
6265,162,2025-09-21,Service Inquiry
6266,1408,2025-09-08,Complaint
6267,560,2025-08-07,Product Inquiry
6268,693,2025-10-06,Service Inquiry
6269,1757,2025-07-06,Service Inquiry
6270,1336,2025-09-24,Service Inquiry
6271,1670,2025-09-10,Service Inquiry
6272,1016,2025-09-22,Service Inquiry
6273,1042,2025-10-21,Complaint
6274,1289,2025-10-12,Service Inquiry
6275,1185,2025-09-04,Product Inquiry
6276,814,2025-09-09,Technical Support
6277,468,2025-09-17,Service Inquiry
6278,328,2025-09-17,Technical Support
6279,1719,2025-10-21,Service Inquiry
6280,103,2025-08-02,Service Inquiry
6281,874,2025-08-19,Complaint
6282,937,2025-08-26,Service Inquiry
6283,981,2025-06-15,Service Inquiry
6284,200,2025-02-28,Service Inquiry
6285,740,2025-10-22,Service Inquiry
6286,42,2025-10-08,Product Inquiry
6287,561,2025-08-31,Account Maintenance
6288,1593,2025-06-20,Service Inquiry
6289,158,2025-06-07,Complaint
6290,856,2025-05-22,Technical Support
6291,1460,2025-09-22,Product Inquiry
6292,279,2025-10-15,Service Inquiry
6293,812,2025-10-27,Account Maintenance
6294,1242,2025-10-25,Service Inquiry
6295,262,2025-09-23,Product Inquiry
6296,1857,2025-07-15,Service Inquiry
6297,341,2025-07-25,Service Inquiry
6298,331,2025-10-03,Complaint
6299,1463,2025-07-12,Service Inquiry
6300,654,2025-10-25,Product Inquiry
6301,1830,2025-09-11,Service Inquiry
6302,668,2025-10-13,Service Inquiry
6303,386,2025-10-22,Service Inquiry
6304,1640,2025-01-20,Service Inquiry
6305,1249,2025-07-23,Service Inquiry
6306,1055,2025-06-10,Product Inquiry
6307,458,2025-09-19,Technical Support
6308,1783,2025-10-14,Technical Support
6309,134,2025-08-11,Service Inquiry
6310,1381,2025-10-10,Complaint
6311,1642,2025-09-12,Service Inquiry
6312,720,2025-04-28,Service Inquiry
6313,17,2025-08-08,Service Inquiry
6314,1947,2025-10-28,Complaint
6315,86,2025-10-22,Technical Support
6316,961,2025-09-30,Technical Support
6317,1556,2025-09-17,Complaint
6318,1290,2025-09-06,Service Inquiry
6319,966,2025-10-14,Product Inquiry
6320,1444,2025-10-17,Technical Support
6321,1925,2025-10-21,Product Inquiry
6322,1418,2025-10-21,Product Inquiry
6323,1495,2025-10-20,Product Inquiry
6324,1868,2025-09-30,Complaint
6325,785,2025-10-16,Technical Support
6326,438,2025-08-14,Service Inquiry
6327,208,2025-05-10,Product Inquiry
6328,333,2025-08-16,Complaint
6329,54,2025-07-18,Service Inquiry
6330,522,2025-06-25,Service Inquiry
6331,375,2025-10-26,Product Inquiry
6332,779,2025-08-28,Technical Support
6333,339,2025-09-13,Product Inquiry
6334,1723,2024-11-05,Service Inquiry
6335,1084,2025-10-08,Service Inquiry
6336,716,2025-08-27,Complaint
6337,1696,2025-08-28,Service Inquiry
6338,934,2025-08-26,Technical Support
6339,485,2025-10-25,Service Inquiry
6340,917,2025-10-03,Service Inquiry
6341,651,2025-06-05,Service Inquiry
6342,1995,2025-10-16,Technical Support
6343,1963,2025-10-02,Service Inquiry
6344,804,2025-10-01,Technical Support
6345,1049,2025-10-02,Service Inquiry
6346,1425,2025-08-04,Account Maintenance
6347,553,2025-10-18,Technical Support
6348,840,2025-09-15,Complaint
6349,1246,2025-04-27,Service Inquiry
6350,1831,2025-09-26,Product Inquiry
6351,826,2025-09-07,Service Inquiry
6352,279,2025-08-22,Complaint
6353,734,2025-09-20,Technical Support
6354,172,2025-05-15,Service Inquiry
6355,1463,2025-09-21,Technical Support
6356,381,2025-06-15,Service Inquiry
6357,130,2025-09-22,Account Maintenance
6358,1068,2025-10-21,Service Inquiry
6359,1320,2025-08-19,Complaint
6360,1850,2025-09-27,Service Inquiry
6361,120,2025-10-12,Service Inquiry
6362,299,2025-10-20,Technical Support
6363,599,2025-09-15,Technical Support
6364,4,2025-09-05,Product Inquiry
6365,644,2025-10-09,Service Inquiry
6366,1343,2025-09-17,Service Inquiry
6367,1407,2025-10-14,Complaint
6368,158,2025-08-27,Technical Support
6369,865,2025-10-25,Technical Support
6370,1853,2025-10-20,Product Inquiry
6371,328,2025-10-22,Product Inquiry
6372,1394,2025-07-15,Service Inquiry
6373,584,2025-08-09,Complaint
6374,1803,2025-10-18,Service Inquiry
6375,493,2025-09-13,Service Inquiry
6376,1686,2025-09-13,Product Inquiry
6377,304,2025-09-11,Complaint
6378,946,2025-10-17,Service Inquiry
6379,1551,2025-08-17,Product Inquiry
6380,206,2025-10-24,Service Inquiry
6381,1219,2025-07-04,Product Inquiry
6382,760,2025-10-16,Complaint
6383,1241,2025-09-28,Service Inquiry
6384,401,2025-08-25,Product Inquiry
6385,258,2025-04-01,Complaint
6386,1122,2025-09-29,Service Inquiry
6387,249,2025-09-24,Product Inquiry
6388,1173,2025-09-15,Product Inquiry
6389,50,2025-09-09,Service Inquiry
6390,1873,2025-09-02,Service Inquiry
6391,1682,2025-08-14,Service Inquiry
6392,1700,2025-08-15,Service Inquiry
6393,1931,2025-09-08,Complaint
6394,1578,2025-10-19,Technical Support
6395,1978,2025-10-23,Complaint
6396,554,2025-10-03,Service Inquiry
6397,802,2025-09-26,Technical Support
6398,843,2025-07-28,Service Inquiry
6399,1420,2025-09-19,Complaint
6400,108,2025-08-04,Service Inquiry
6401,1839,2025-10-01,Product Inquiry
6402,1878,2025-05-22,Complaint
6403,314,2025-09-03,Service Inquiry
6404,1531,2025-06-30,Product Inquiry
6405,1503,2025-09-29,Service Inquiry
6406,1038,2025-10-21,Technical Support
6407,1454,2025-10-24,Product Inquiry
6408,1347,2025-08-31,Technical Support
6409,964,2025-06-27,Complaint
6410,1189,2025-09-23,Service Inquiry
6411,48,2025-06-25,Account Maintenance
6412,299,2025-09-26,Service Inquiry
6413,472,2025-08-31,Service Inquiry
6414,251,2025-08-30,Service Inquiry
6415,533,2025-08-31,Account Maintenance
6416,1174,2025-07-19,Service Inquiry
6417,1223,2025-09-13,Service Inquiry
6418,1801,2025-10-18,Service Inquiry
6419,755,2025-09-11,Product Inquiry
6420,198,2025-10-10,Complaint
6421,1441,2025-07-29,Account Maintenance
6422,945,2025-10-27,Product Inquiry
6423,974,2025-08-13,Technical Support
6424,732,2025-09-14,Service Inquiry
6425,1957,2025-10-01,Product Inquiry
6426,1418,2025-08-13,Service Inquiry
6427,794,2025-10-23,Service Inquiry
6428,1885,2025-10-16,Service Inquiry
6429,766,2025-08-13,Product Inquiry
6430,970,2025-08-30,Account Maintenance
6431,1469,2025-10-13,Technical Support
6432,60,2025-06-29,Service Inquiry
6433,257,2025-10-13,Complaint
6434,489,2025-09-12,Technical Support
6435,171,2025-10-04,Product Inquiry
6436,814,2025-10-15,Service Inquiry
6437,323,2025-10-21,Service Inquiry
6438,1107,2025-08-17,Service Inquiry
6439,454,2025-10-24,Service Inquiry
6440,1381,2025-05-27,Technical Support
6441,383,2025-07-15,Complaint
6442,1275,2025-10-26,Complaint
6443,1094,2025-07-17,Product Inquiry
6444,1345,2025-10-22,Technical Support
6445,468,2025-08-31,Service Inquiry
6446,220,2025-08-19,Product Inquiry
6447,1431,2025-06-27,Account Maintenance
6448,358,2025-08-14,Product Inquiry
6449,1737,2025-10-01,Account Maintenance
6450,503,2025-09-12,Service Inquiry
6451,692,2025-07-31,Service Inquiry
6452,1587,2025-07-17,Complaint
6453,1130,2025-10-25,Product Inquiry
6454,1399,2025-10-09,Service Inquiry
6455,1835,2025-10-15,Product Inquiry
6456,732,2025-10-17,Complaint
6457,279,2025-10-28,Service Inquiry
6458,1569,2025-06-24,Product Inquiry
6459,1557,2025-09-05,Service Inquiry
6460,100,2025-06-29,Product Inquiry
6461,1769,2025-07-16,Service Inquiry
6462,1112,2025-10-21,Service Inquiry
6463,1357,2025-06-12,Service Inquiry
6464,139,2025-09-20,Complaint
6465,142,2025-10-23,Service Inquiry
6466,1216,2025-09-22,Complaint
6467,946,2025-09-26,Complaint
6468,1258,2025-09-05,Service Inquiry
6469,974,2025-10-18,Technical Support
6470,1650,2025-10-03,Service Inquiry
6471,694,2025-09-30,Technical Support
6472,47,2025-09-08,Product Inquiry
6473,1005,2025-09-29,Service Inquiry
6474,1569,2025-07-11,Complaint
6475,654,2025-08-17,Service Inquiry
6476,1127,2025-09-24,Service Inquiry
6477,1589,2025-10-27,Product Inquiry
6478,40,2025-08-31,Service Inquiry
6479,1039,2025-08-10,Service Inquiry
6480,754,2025-06-21,Service Inquiry
6481,1239,2025-05-17,Service Inquiry
6482,1403,2025-07-21,Product Inquiry
6483,1218,2025-07-29,Technical Support
6484,992,2025-10-20,Service Inquiry
6485,1989,2025-10-19,Account Maintenance
6486,1670,2025-09-22,Product Inquiry
6487,483,2025-10-02,Account Maintenance
6488,752,2025-05-24,Service Inquiry
6489,1691,2025-10-05,Service Inquiry
6490,1933,2025-07-22,Service Inquiry
6491,1145,2025-08-11,Service Inquiry
6492,1067,2025-09-11,Complaint
6493,1716,2025-09-02,Service Inquiry
6494,1856,2025-09-06,Service Inquiry
6495,1937,2025-09-27,Service Inquiry
6496,1368,2025-10-11,Complaint
6497,285,2025-10-12,Service Inquiry
6498,1444,2025-10-20,Product Inquiry
6499,569,2025-04-05,Service Inquiry
6500,1312,2025-10-12,Product Inquiry
6501,604,2025-07-25,Complaint
6502,1321,2025-10-27,Service Inquiry
6503,222,2025-09-04,Account Maintenance
6504,891,2025-09-26,Service Inquiry
6505,981,2025-08-24,Product Inquiry
6506,1528,2025-10-18,Service Inquiry
6507,272,2025-09-12,Complaint
6508,1209,2025-10-24,Service Inquiry
6509,1315,2025-06-07,Service Inquiry
6510,1814,2025-09-11,Complaint
6511,1031,2025-07-24,Complaint
6512,1410,2025-10-18,Service Inquiry
6513,140,2025-10-02,Service Inquiry
6514,465,2025-05-25,Service Inquiry
6515,1489,2025-10-18,Product Inquiry
6516,1536,2025-08-29,Service Inquiry
6517,1802,2025-09-14,Service Inquiry
6518,1268,2025-09-04,Service Inquiry
6519,552,2025-07-22,Product Inquiry
6520,80,2025-07-27,Service Inquiry
6521,1875,2025-09-16,Account Maintenance
6522,685,2025-06-20,Service Inquiry
6523,466,2025-09-07,Complaint
6524,722,2025-10-11,Service Inquiry
6525,1901,2025-10-13,Service Inquiry
6526,1980,2025-10-22,Complaint
6527,948,2025-09-11,Complaint
6528,372,2025-08-23,Product Inquiry
6529,259,2025-08-13,Service Inquiry
6530,662,2025-05-31,Product Inquiry
6531,920,2025-10-19,Complaint
6532,1635,2025-10-10,Product Inquiry
6533,589,2025-08-05,Product Inquiry
6534,1869,2025-10-11,Technical Support
6535,296,2025-10-09,Service Inquiry
6536,410,2025-07-10,Complaint
6537,802,2025-09-01,Service Inquiry
6538,911,2025-09-13,Technical Support
6539,748,2025-10-01,Product Inquiry
6540,1643,2025-07-31,Service Inquiry
6541,1599,2025-10-10,Complaint
6542,1416,2025-10-16,Product Inquiry
6543,1652,2025-10-18,Service Inquiry
6544,1468,2025-10-06,Product Inquiry
6545,1955,2025-09-23,Service Inquiry
6546,1038,2025-08-16,Complaint
6547,1791,2025-10-15,Service Inquiry
6548,1345,2025-09-29,Complaint
6549,41,2025-08-28,Account Maintenance
6550,727,2025-08-02,Product Inquiry
6551,656,2025-08-18,Complaint
6552,1808,2025-10-10,Service Inquiry
6553,345,2025-09-04,Technical Support
6554,73,2025-07-10,Account Maintenance
6555,1329,2025-09-05,Service Inquiry
6556,1397,2025-04-25,Complaint
6557,1897,2025-08-04,Product Inquiry
6558,1747,2025-10-26,Service Inquiry
6559,522,2025-08-11,Service Inquiry
6560,1512,2025-09-21,Product Inquiry
6561,1454,2025-09-28,Service Inquiry
6562,1630,2025-10-27,Service Inquiry
6563,197,2025-09-18,Service Inquiry
6564,1663,2025-09-16,Service Inquiry
6565,1192,2025-09-16,Complaint
6566,1612,2025-08-08,Account Maintenance
6567,932,2025-10-22,Product Inquiry
6568,2000,2025-09-16,Account Maintenance
6569,1189,2025-10-25,Technical Support
6570,1564,2025-10-05,Product Inquiry
6571,1021,2025-05-10,Service Inquiry
6572,649,2025-01-09,Complaint
6573,1914,2025-10-05,Service Inquiry
6574,957,2025-10-23,Product Inquiry
6575,858,2025-10-22,Service Inquiry
6576,28,2025-08-16,Technical Support
6577,1982,2025-10-14,Service Inquiry
6578,227,2025-09-01,Technical Support
6579,153,2025-10-03,Account Maintenance
6580,1339,2025-06-24,Service Inquiry
6581,19,2025-09-30,Service Inquiry
6582,1983,2025-10-23,Product Inquiry
6583,1862,2025-09-26,Service Inquiry
6584,1908,2025-09-24,Technical Support
6585,1030,2025-09-13,Product Inquiry
6586,750,2025-08-18,Product Inquiry
6587,308,2025-09-05,Service Inquiry
6588,1871,2025-10-02,Complaint
6589,1114,2025-08-08,Complaint
6590,141,2025-07-04,Service Inquiry
6591,1172,2025-07-03,Product Inquiry
6592,1506,2025-10-14,Service Inquiry
6593,1622,2025-10-03,Technical Support
6594,587,2025-10-20,Product Inquiry
6595,789,2025-07-31,Product Inquiry
6596,1304,2025-09-19,Service Inquiry
